DayType,Line,Direction,TimePeriod,Trips,Period_Average_Headway
2,20,W,1_Early_AM,12,30.0
2,20,W,2_AM_Peak,10,18.0
2,20,W,3_Mid-Day,24,15.0
2,20,W,4_PM_Peak,15,16.0
2,20,W,5_Night,12,25.0
2,28,E,1_Early_AM,12,30.0
2,28,E,2_AM_Peak,13,13.8
2,28,E,3_Mid-Day,30,12.0
2,28,E,4_PM_Peak,21,11.4
2,28,E,5_Night,13,23.1
2,28,W,1_Early_AM,10,36.0
2,28,W,2_AM_Peak,14,12.9
2,28,W,3_Mid-Day,32,11.3
2,28,W,4_PM_Peak,23,10.4
2,28,W,5_Night,10,30.0
2,30,E,1_Early_AM,8,45.0
2,30,E,2_AM_Peak,21,8.6
2,30,E,3_Mid-Day,39,9.2
2,30,E,4_PM_Peak,21,11.4
2,30,E,5_Night,12,25.0
2,30,W,1_Early_AM,8,45.0
2,30,W,2_AM_Peak,11,16.4
2,30,W,3_Mid-Day,39,9.2
2,30,W,4_PM_Peak,27,8.9
2,30,W,5_Night,13,23.1
2,33,E,1_Early_AM,10,36.0
2,33,E,2_AM_Peak,7,25.7
2,33,E,3_Mid-Day,18,20.0
2,33,E,4_PM_Peak,17,14.1
2,33,E,5_Night,16,18.8
2,33,W,1_Early_AM,8,45.0
2,33,W,2_AM_Peak,8,22.5
2,33,W,3_Mid-Day,20,18.0
2,33,W,4_PM_Peak,13,18.5
2,33,W,5_Night,10,30.0
2,35,E,1_Early_AM,7,51.4
2,35,E,2_AM_Peak,12,15.0
2,35,E,3_Mid-Day,24,15.0
2,35,E,4_PM_Peak,16,15.0
2,35,E,5_Night,18,16.7
2,35,W,1_Early_AM,3,120.0
2,35,W,2_AM_Peak,11,16.4
2,35,W,3_Mid-Day,24,15.0
2,35,W,4_PM_Peak,16,15.0
2,35,W,5_Night,18,16.7
2,40,N,1_Early_AM,8,45.0
2,40,N,2_AM_Peak,13,13.8
2,40,N,3_Mid-Day,24,15.0
2,40,N,4_PM_Peak,15,16.0
2,40,N,5_Night,12,25.0
2,40,S,1_Early_AM,9,40.0
2,40,S,2_AM_Peak,11,16.4
2,40,S,3_Mid-Day,25,14.4
2,40,S,4_PM_Peak,16,15.0
2,40,S,5_Night,12,25.0
2,45,N,1_Early_AM,9,40.0
2,45,N,2_AM_Peak,17,10.6
2,45,N,3_Mid-Day,37,9.7
2,45,N,4_PM_Peak,17,14.1
2,45,N,5_Night,8,37.5
2,45,S,1_Early_AM,7,51.4
2,45,S,2_AM_Peak,13,13.8
2,45,S,3_Mid-Day,32,11.3
2,45,S,4_PM_Peak,26,9.2
2,45,S,5_Night,12,25.0
2,51,N,1_Early_AM,8,45.0
2,51,N,2_AM_Peak,23,7.8
2,51,N,3_Mid-Day,55,6.5
2,51,N,4_PM_Peak,26,9.2
2,51,N,5_Night,11,27.3
2,51,S,1_Early_AM,8,45.0
2,51,S,2_AM_Peak,25,7.2
2,51,S,3_Mid-Day,47,7.7
2,51,S,4_PM_Peak,32,7.5
2,51,S,5_Night,13,23.1
2,53,N,1_Early_AM,4,90.0
2,53,N,2_AM_Peak,14,12.9
2,53,N,3_Mid-Day,26,13.8
2,53,N,4_PM_Peak,11,21.8
2,53,N,5_Night,7,42.9
2,53,S,1_Early_AM,2,180.0
2,53,S,2_AM_Peak,9,20.0
2,53,S,3_Mid-Day,22,16.4
2,53,S,4_PM_Peak,18,13.3
2,53,S,5_Night,10,30.0
2,55,N,1_Early_AM,11,32.7
2,55,N,2_AM_Peak,13,13.8
2,55,N,3_Mid-Day,21,17.1
2,55,N,4_PM_Peak,9,26.7
2,55,N,5_Night,7,42.9
2,55,S,1_Early_AM,11,32.7
2,55,S,2_AM_Peak,4,45.0
2,55,S,3_Mid-Day,20,18.0
2,55,S,4_PM_Peak,13,18.5
2,55,S,5_Night,10,30.0
2,60,N,1_Early_AM,9,40.0
2,60,N,2_AM_Peak,13,13.8
2,60,N,3_Mid-Day,33,10.9
2,60,N,4_PM_Peak,18,13.3
2,60,N,5_Night,10,30.0
2,60,S,1_Early_AM,8,45.0
2,60,S,2_AM_Peak,13,13.8
2,60,S,3_Mid-Day,29,12.4
2,60,S,4_PM_Peak,24,10.0
2,60,S,5_Night,13,23.1
2,62,E,1_Early_AM,1,360.0
2,62,E,2_AM_Peak,3,60.0
2,62,E,3_Mid-Day,9,40.0
2,62,E,4_PM_Peak,4,60.0
2,62,E,5_Night,4,75.0
2,62,W,1_Early_AM,2,180.0
2,62,W,2_AM_Peak,3,60.0
2,62,W,3_Mid-Day,9,40.0
2,62,W,4_PM_Peak,6,40.0
2,62,W,5_Night,6,50.0
2,66,E,1_Early_AM,6,60.0
2,66,E,2_AM_Peak,27,6.7
2,66,E,3_Mid-Day,26,13.8
2,66,E,4_PM_Peak,15,16.0
2,66,E,5_Night,7,42.9
2,66,W,1_Early_AM,3,120.0
2,66,W,2_AM_Peak,13,13.8
2,66,W,3_Mid-Day,36,10.0
2,66,W,4_PM_Peak,19,12.6
2,66,W,5_Night,8,37.5
2,68,E,1_Early_AM,3,120.0
2,68,E,2_AM_Peak,8,22.5
2,68,E,3_Mid-Day,16,22.5
2,68,E,4_PM_Peak,12,20.0
2,68,E,5_Night,10,30.0
2,68,W,1_Early_AM,4,90.0
2,68,W,2_AM_Peak,8,22.5
2,68,W,3_Mid-Day,16,22.5
2,68,W,4_PM_Peak,12,20.0
2,68,W,5_Night,8,37.5
2,70,E,1_Early_AM,6,60.0
2,70,E,2_AM_Peak,11,16.4
2,70,E,3_Mid-Day,23,15.7
2,70,E,4_PM_Peak,15,16.0
2,70,E,5_Night,11,27.3
2,70,W,1_Early_AM,6,60.0
2,70,W,2_AM_Peak,11,16.4
2,70,W,3_Mid-Day,23,15.7
2,70,W,4_PM_Peak,14,17.1
2,70,W,5_Night,8,37.5
2,71,E,1_Early_AM,1,360.0
2,71,E,2_AM_Peak,3,60.0
2,71,E,3_Mid-Day,6,60.0
2,71,E,4_PM_Peak,4,60.0
2,71,E,5_Night,2,150.0
2,71,W,2_AM_Peak,3,60.0
2,71,W,3_Mid-Day,6,60.0
2,71,W,4_PM_Peak,4,60.0
2,71,W,5_Night,2,150.0
2,76,E,1_Early_AM,6,60.0
2,76,E,2_AM_Peak,8,22.5
2,76,E,3_Mid-Day,19,18.9
2,76,E,4_PM_Peak,15,16.0
2,76,E,5_Night,8,37.5
2,76,W,1_Early_AM,6,60.0
2,76,W,2_AM_Peak,10,18.0
2,76,W,3_Mid-Day,21,17.1
2,76,W,4_PM_Peak,13,18.5
2,76,W,5_Night,7,42.9
2,78,E,1_Early_AM,3,120.0
2,78,E,2_AM_Peak,8,22.5
2,78,E,3_Mid-Day,23,15.7
2,78,E,4_PM_Peak,17,14.1
2,78,E,5_Night,14,21.4
2,78,W,1_Early_AM,5,72.0
2,78,W,2_AM_Peak,12,15.0
2,78,W,3_Mid-Day,23,15.7
2,78,W,4_PM_Peak,18,13.3
2,78,W,5_Night,12,25.0
2,81,N,1_Early_AM,3,120.0
2,81,N,2_AM_Peak,9,20.0
2,81,N,3_Mid-Day,23,15.7
2,81,N,4_PM_Peak,13,18.5
2,81,N,5_Night,8,37.5
2,81,S,1_Early_AM,4,90.0
2,81,S,2_AM_Peak,8,22.5
2,81,S,3_Mid-Day,23,15.7
2,81,S,4_PM_Peak,15,16.0
2,81,S,5_Night,8,37.5
2,83,N,1_Early_AM,6,60.0
2,83,N,2_AM_Peak,5,36.0
2,83,N,3_Mid-Day,9,40.0
2,83,N,4_PM_Peak,6,40.0
2,83,N,5_Night,6,50.0
2,83,S,1_Early_AM,8,45.0
2,83,S,2_AM_Peak,4,45.0
2,83,S,3_Mid-Day,9,40.0
2,83,S,4_PM_Peak,6,40.0
2,83,S,5_Night,6,50.0
2,90,N,1_Early_AM,2,180.0
2,90,N,2_AM_Peak,7,25.7
2,90,N,3_Mid-Day,11,32.7
2,90,N,4_PM_Peak,8,30.0
2,90,N,5_Night,4,75.0
2,90,S,1_Early_AM,2,180.0
2,90,S,2_AM_Peak,6,30.0
2,90,S,3_Mid-Day,12,30.0
2,90,S,4_PM_Peak,8,30.0
2,90,S,5_Night,6,50.0
2,92,N,1_Early_AM,6,60.0
2,92,N,2_AM_Peak,6,30.0
2,92,N,3_Mid-Day,14,25.7
2,92,N,4_PM_Peak,8,30.0
2,92,N,5_Night,5,60.0
2,92,S,1_Early_AM,7,51.4
2,92,S,2_AM_Peak,6,30.0
2,92,S,3_Mid-Day,13,27.7
2,92,S,4_PM_Peak,8,30.0
2,92,S,5_Night,5,60.0
2,94,N,1_Early_AM,3,120.0
2,94,N,2_AM_Peak,8,22.5
2,94,N,3_Mid-Day,18,20.0
2,94,N,4_PM_Peak,12,20.0
2,94,N,5_Night,8,37.5
2,94,S,1_Early_AM,4,90.0
2,94,S,2_AM_Peak,8,22.5
2,94,S,3_Mid-Day,18,20.0
2,94,S,4_PM_Peak,11,21.8
2,94,S,5_Night,6,50.0
2,96,N,2_AM_Peak,4,45.0
2,96,N,3_Mid-Day,6,60.0
2,96,N,4_PM_Peak,5,48.0
2,96,N,5_Night,2,150.0
2,96,S,2_AM_Peak,4,45.0
2,96,S,3_Mid-Day,7,51.4
2,96,S,4_PM_Peak,4,60.0
2,96,S,5_Night,3,100.0
2,102,E,1_Early_AM,2,180.0
2,102,E,2_AM_Peak,5,36.0
2,102,E,3_Mid-Day,7,51.4
2,102,E,4_PM_Peak,7,34.3
2,102,E,5_Night,5,60.0
2,102,W,1_Early_AM,1,360.0
2,102,W,2_AM_Peak,5,36.0
2,102,W,3_Mid-Day,7,51.4
2,102,W,4_PM_Peak,8,30.0
2,102,W,5_Night,6,50.0
2,105,N,1_Early_AM,7,51.4
2,105,N,2_AM_Peak,10,18.0
2,105,N,3_Mid-Day,26,13.8
2,105,N,4_PM_Peak,16,15.0
2,105,N,5_Night,9,33.3
2,105,S,1_Early_AM,6,60.0
2,105,S,2_AM_Peak,11,16.4
2,105,S,3_Mid-Day,25,14.4
2,105,S,4_PM_Peak,18,13.3
2,105,S,5_Night,10,30.0
2,108,E,1_Early_AM,3,120.0
2,108,E,2_AM_Peak,9,20.0
2,108,E,3_Mid-Day,22,16.4
2,108,E,4_PM_Peak,15,16.0
2,108,E,5_Night,7,42.9
2,108,W,1_Early_AM,3,120.0
2,108,W,2_AM_Peak,10,18.0
2,108,W,3_Mid-Day,24,15.0
2,108,W,4_PM_Peak,16,15.0
2,108,W,5_Night,5,60.0
2,110,E,1_Early_AM,1,360.0
2,110,E,2_AM_Peak,7,25.7
2,110,E,3_Mid-Day,14,25.7
2,110,E,4_PM_Peak,11,21.8
2,110,E,5_Night,6,50.0
2,110,W,1_Early_AM,1,360.0
2,110,W,2_AM_Peak,6,30.0
2,110,W,3_Mid-Day,15,24.0
2,110,W,4_PM_Peak,10,24.0
2,110,W,5_Night,6,50.0
2,111,E,1_Early_AM,8,45.0
2,111,E,2_AM_Peak,11,16.4
2,111,E,3_Mid-Day,24,15.0
2,111,E,4_PM_Peak,16,15.0
2,111,E,5_Night,10,30.0
2,111,W,1_Early_AM,10,36.0
2,111,W,2_AM_Peak,11,16.4
2,111,W,3_Mid-Day,24,15.0
2,111,W,4_PM_Peak,16,15.0
2,111,W,5_Night,11,27.3
2,115,E,1_Early_AM,1,360.0
2,115,E,2_AM_Peak,8,22.5
2,115,E,3_Mid-Day,21,17.1
2,115,E,4_PM_Peak,14,17.1
2,115,E,5_Night,8,37.5
2,115,W,1_Early_AM,1,360.0
2,115,W,2_AM_Peak,9,20.0
2,115,W,3_Mid-Day,20,18.0
2,115,W,4_PM_Peak,11,21.8
2,115,W,5_Night,7,42.9
2,117,E,1_Early_AM,2,180.0
2,117,E,2_AM_Peak,6,30.0
2,117,E,3_Mid-Day,15,24.0
2,117,E,4_PM_Peak,11,21.8
2,117,E,5_Night,7,42.9
2,117,W,1_Early_AM,5,72.0
2,117,W,2_AM_Peak,7,25.7
2,117,W,3_Mid-Day,15,24.0
2,117,W,4_PM_Peak,11,21.8
2,117,W,5_Night,6,50.0
2,120,E,1_Early_AM,1,360.0
2,120,E,2_AM_Peak,3,60.0
2,120,E,3_Mid-Day,6,60.0
2,120,E,4_PM_Peak,4,60.0
2,120,E,5_Night,6,50.0
2,120,W,1_Early_AM,1,360.0
2,120,W,2_AM_Peak,3,60.0
2,120,W,3_Mid-Day,6,60.0
2,120,W,4_PM_Peak,4,60.0
2,120,W,5_Night,4,75.0
2,125,E,1_Early_AM,1,360.0
2,125,E,2_AM_Peak,5,36.0
2,125,E,3_Mid-Day,12,30.0
2,125,E,4_PM_Peak,8,30.0
2,125,E,5_Night,2,150.0
2,125,W,1_Early_AM,1,360.0
2,125,W,2_AM_Peak,4,45.0
2,125,W,3_Mid-Day,13,27.7
2,125,W,4_PM_Peak,8,30.0
2,125,W,5_Night,2,150.0
2,130,E,2_AM_Peak,3,60.0
2,130,E,3_Mid-Day,6,60.0
2,130,E,4_PM_Peak,4,60.0
2,130,E,5_Night,2,150.0
2,130,W,2_AM_Peak,2,90.0
2,130,W,3_Mid-Day,6,60.0
2,130,W,4_PM_Peak,4,60.0
2,130,W,5_Night,3,100.0
2,150,E,1_Early_AM,9,40.0
2,150,E,2_AM_Peak,10,18.0
2,150,E,3_Mid-Day,33,10.9
2,150,E,4_PM_Peak,21,11.4
2,150,E,5_Night,15,20.0
2,150,W,1_Early_AM,9,40.0
2,150,W,2_AM_Peak,15,12.0
2,150,W,3_Mid-Day,32,11.3
2,150,W,4_PM_Peak,23,10.4
2,150,W,5_Night,15,20.0
2,152,E,1_Early_AM,2,180.0
2,152,E,2_AM_Peak,6,30.0
2,152,E,3_Mid-Day,14,25.7
2,152,E,4_PM_Peak,8,30.0
2,152,E,5_Night,6,50.0
2,152,W,1_Early_AM,1,360.0
2,152,W,2_AM_Peak,7,25.7
2,152,W,3_Mid-Day,14,25.7
2,152,W,4_PM_Peak,9,26.7
2,152,W,5_Night,6,50.0
2,155,E,1_Early_AM,2,180.0
2,155,E,2_AM_Peak,3,60.0
2,155,E,3_Mid-Day,7,51.4
2,155,E,4_PM_Peak,4,60.0
2,155,E,5_Night,2,150.0
2,155,W,2_AM_Peak,2,90.0
2,155,W,3_Mid-Day,7,51.4
2,155,W,4_PM_Peak,4,60.0
2,155,W,5_Night,4,75.0
2,156,N,1_Early_AM,6,60.0
2,156,N,2_AM_Peak,4,45.0
2,156,N,3_Mid-Day,8,45.0
2,156,N,4_PM_Peak,4,60.0
2,156,N,5_Night,5,60.0
2,156,S,1_Early_AM,6,60.0
2,156,S,2_AM_Peak,4,45.0
2,156,S,3_Mid-Day,7,51.4
2,156,S,4_PM_Peak,5,48.0
2,156,S,5_Night,5,60.0
2,158,E,2_AM_Peak,3,60.0
2,158,E,3_Mid-Day,5,72.0
2,158,E,4_PM_Peak,4,60.0
2,158,E,5_Night,2,150.0
2,158,W,1_Early_AM,1,360.0
2,158,W,2_AM_Peak,3,60.0
2,158,W,3_Mid-Day,6,60.0
2,158,W,4_PM_Peak,4,60.0
2,158,W,5_Night,2,150.0
2,161,E,2_AM_Peak,2,90.0
2,161,E,3_Mid-Day,6,60.0
2,161,E,4_PM_Peak,4,60.0
2,161,E,5_Night,1,300.0
2,161,W,2_AM_Peak,4,45.0
2,161,W,3_Mid-Day,6,60.0
2,161,W,4_PM_Peak,4,60.0
2,161,W,5_Night,1,300.0
2,163,E,1_Early_AM,2,180.0
2,163,E,2_AM_Peak,6,30.0
2,163,E,3_Mid-Day,14,25.7
2,163,E,4_PM_Peak,8,30.0
2,163,E,5_Night,5,60.0
2,163,W,1_Early_AM,2,180.0
2,163,W,2_AM_Peak,7,25.7
2,163,W,3_Mid-Day,13,27.7
2,163,W,4_PM_Peak,9,26.7
2,163,W,5_Night,7,42.9
2,164,E,2_AM_Peak,6,30.0
2,164,E,3_Mid-Day,12,30.0
2,164,E,4_PM_Peak,8,30.0
2,164,E,5_Night,6,50.0
2,164,W,1_Early_AM,1,360.0
2,164,W,2_AM_Peak,6,30.0
2,164,W,3_Mid-Day,12,30.0
2,164,W,4_PM_Peak,8,30.0
2,164,W,5_Night,6,50.0
2,165,E,1_Early_AM,1,360.0
2,165,E,2_AM_Peak,4,45.0
2,165,E,3_Mid-Day,11,32.7
2,165,E,4_PM_Peak,8,30.0
2,165,E,5_Night,3,100.0
2,165,W,1_Early_AM,1,360.0
2,165,W,2_AM_Peak,4,45.0
2,165,W,3_Mid-Day,11,32.7
2,165,W,4_PM_Peak,8,30.0
2,165,W,5_Night,4,75.0
2,166,E,1_Early_AM,1,360.0
2,166,E,2_AM_Peak,5,36.0
2,166,E,3_Mid-Day,12,30.0
2,166,E,4_PM_Peak,8,30.0
2,166,E,5_Night,5,60.0
2,166,W,1_Early_AM,1,360.0
2,166,W,2_AM_Peak,4,45.0
2,166,W,3_Mid-Day,12,30.0
2,166,W,4_PM_Peak,7,34.3
2,166,W,5_Night,4,75.0
2,167,E,1_Early_AM,1,360.0
2,167,E,2_AM_Peak,4,45.0
2,167,E,3_Mid-Day,7,51.4
2,167,E,4_PM_Peak,4,60.0
2,167,E,5_Night,5,60.0
2,167,W,2_AM_Peak,4,45.0
2,167,W,3_Mid-Day,7,51.4
2,167,W,4_PM_Peak,5,48.0
2,167,W,5_Night,4,75.0
2,180,E,1_Early_AM,7,51.4
2,180,E,2_AM_Peak,10,18.0
2,180,E,3_Mid-Day,30,12.0
2,180,E,4_PM_Peak,18,13.3
2,180,E,5_Night,12,25.0
2,180,W,1_Early_AM,8,45.0
2,180,W,2_AM_Peak,9,20.0
2,180,W,3_Mid-Day,29,12.4
2,180,W,4_PM_Peak,20,12.0
2,180,W,5_Night,13,23.1
2,183,E,2_AM_Peak,2,90.0
2,183,E,3_Mid-Day,6,60.0
2,183,E,4_PM_Peak,4,60.0
2,183,E,5_Night,2,150.0
2,183,W,2_AM_Peak,2,90.0
2,183,W,3_Mid-Day,6,60.0
2,183,W,4_PM_Peak,4,60.0
2,183,W,5_Night,3,100.0
2,190,E,1_Early_AM,5,72.0
2,190,E,2_AM_Peak,10,18.0
2,190,E,3_Mid-Day,24,15.0
2,190,E,4_PM_Peak,18,13.3
2,190,E,5_Night,12,25.0
2,190,W,1_Early_AM,3,120.0
2,190,W,2_AM_Peak,14,12.9
2,190,W,3_Mid-Day,25,14.4
2,190,W,4_PM_Peak,14,17.1
2,190,W,5_Night,10,30.0
2,200,N,1_Early_AM,6,60.0
2,200,N,2_AM_Peak,12,15.0
2,200,N,3_Mid-Day,35,10.3
2,200,N,4_PM_Peak,22,10.9
2,200,N,5_Night,10,30.0
2,200,S,1_Early_AM,4,90.0
2,200,S,2_AM_Peak,14,12.9
2,200,S,3_Mid-Day,33,10.9
2,200,S,4_PM_Peak,23,10.4
2,200,S,5_Night,11,27.3
2,201,N,2_AM_Peak,2,90.0
2,201,N,3_Mid-Day,6,60.0
2,201,N,4_PM_Peak,4,60.0
2,201,N,5_Night,1,300.0
2,201,S,2_AM_Peak,2,90.0
2,201,S,3_Mid-Day,6,60.0
2,201,S,4_PM_Peak,4,60.0
2,201,S,5_Night,1,300.0
2,204,N,1_Early_AM,13,27.7
2,204,N,2_AM_Peak,9,20.0
2,204,N,3_Mid-Day,20,18.0
2,204,N,4_PM_Peak,14,17.1
2,204,N,5_Night,11,27.3
2,204,S,1_Early_AM,12,30.0
2,204,S,2_AM_Peak,7,25.7
2,204,S,3_Mid-Day,20,18.0
2,204,S,4_PM_Peak,17,14.1
2,204,S,5_Night,15,20.0
2,205,N,1_Early_AM,2,180.0
2,205,N,2_AM_Peak,4,45.0
2,205,N,3_Mid-Day,6,60.0
2,205,N,4_PM_Peak,4,60.0
2,205,N,5_Night,4,75.0
2,205,S,1_Early_AM,1,360.0
2,205,S,2_AM_Peak,3,60.0
2,205,S,3_Mid-Day,7,51.4
2,205,S,4_PM_Peak,4,60.0
2,205,S,5_Night,5,60.0
2,206,N,1_Early_AM,3,120.0
2,206,N,2_AM_Peak,8,22.5
2,206,N,3_Mid-Day,17,21.2
2,206,N,4_PM_Peak,11,21.8
2,206,N,5_Night,6,50.0
2,206,S,1_Early_AM,3,120.0
2,206,S,2_AM_Peak,8,22.5
2,206,S,3_Mid-Day,17,21.2
2,206,S,4_PM_Peak,12,20.0
2,206,S,5_Night,8,37.5
2,207,N,1_Early_AM,10,36.0
2,207,N,2_AM_Peak,15,12.0
2,207,N,3_Mid-Day,31,11.6
2,207,N,4_PM_Peak,21,11.4
2,207,N,5_Night,15,20.0
2,207,S,1_Early_AM,9,40.0
2,207,S,2_AM_Peak,11,16.4
2,207,S,3_Mid-Day,30,12.0
2,207,S,4_PM_Peak,24,10.0
2,207,S,5_Night,18,16.7
2,210,N,1_Early_AM,4,90.0
2,210,N,2_AM_Peak,7,25.7
2,210,N,3_Mid-Day,23,15.7
2,210,N,4_PM_Peak,13,18.5
2,210,N,5_Night,10,30.0
2,210,S,1_Early_AM,5,72.0
2,210,S,2_AM_Peak,8,22.5
2,210,S,3_Mid-Day,22,16.4
2,210,S,4_PM_Peak,14,17.1
2,210,S,5_Night,10,30.0
2,212,N,1_Early_AM,3,120.0
2,212,N,2_AM_Peak,9,20.0
2,212,N,3_Mid-Day,24,15.0
2,212,N,4_PM_Peak,13,18.5
2,212,N,5_Night,9,33.3
2,212,S,1_Early_AM,3,120.0
2,212,S,2_AM_Peak,6,30.0
2,212,S,3_Mid-Day,19,18.9
2,212,S,4_PM_Peak,20,12.0
2,212,S,5_Night,12,25.0
2,217,N,1_Early_AM,7,51.4
2,217,N,2_AM_Peak,6,30.0
2,217,N,3_Mid-Day,24,15.0
2,217,N,4_PM_Peak,20,12.0
2,217,N,5_Night,13,23.1
2,217,S,1_Early_AM,6,60.0
2,217,S,2_AM_Peak,9,20.0
2,217,S,3_Mid-Day,24,15.0
2,217,S,4_PM_Peak,19,12.6
2,217,S,5_Night,15,20.0
2,218,N,2_AM_Peak,3,60.0
2,218,N,3_Mid-Day,10,36.0
2,218,N,4_PM_Peak,6,40.0
2,218,N,5_Night,2,150.0
2,218,S,2_AM_Peak,4,45.0
2,218,S,3_Mid-Day,10,36.0
2,218,S,4_PM_Peak,7,34.3
2,222,N,1_Early_AM,1,360.0
2,222,N,2_AM_Peak,4,45.0
2,222,N,3_Mid-Day,5,72.0
2,222,N,4_PM_Peak,4,60.0
2,222,N,5_Night,6,50.0
2,222,S,1_Early_AM,1,360.0
2,222,S,2_AM_Peak,3,60.0
2,222,S,3_Mid-Day,6,60.0
2,222,S,4_PM_Peak,4,60.0
2,222,S,5_Night,5,60.0
2,224,N,1_Early_AM,4,90.0
2,224,N,2_AM_Peak,8,22.5
2,224,N,3_Mid-Day,14,25.7
2,224,N,4_PM_Peak,11,21.8
2,224,N,5_Night,14,21.4
2,224,S,1_Early_AM,5,72.0
2,224,S,2_AM_Peak,8,22.5
2,224,S,3_Mid-Day,14,25.7
2,224,S,4_PM_Peak,10,24.0
2,224,S,5_Night,13,23.1
2,230,N,1_Early_AM,1,360.0
2,230,N,2_AM_Peak,5,36.0
2,230,N,3_Mid-Day,10,36.0
2,230,N,4_PM_Peak,7,34.3
2,230,N,5_Night,5,60.0
2,230,S,1_Early_AM,1,360.0
2,230,S,2_AM_Peak,5,36.0
2,230,S,3_Mid-Day,10,36.0
2,230,S,4_PM_Peak,7,34.3
2,230,S,5_Night,4,75.0
2,232,N,1_Early_AM,2,180.0
2,232,N,2_AM_Peak,7,25.7
2,232,N,3_Mid-Day,12,30.0
2,232,N,4_PM_Peak,7,34.3
2,232,N,5_Night,5,60.0
2,232,S,1_Early_AM,2,180.0
2,232,S,2_AM_Peak,6,30.0
2,232,S,3_Mid-Day,12,30.0
2,232,S,4_PM_Peak,8,30.0
2,232,S,5_Night,6,50.0
2,233,N,1_Early_AM,3,120.0
2,233,N,2_AM_Peak,10,18.0
2,233,N,3_Mid-Day,22,16.4
2,233,N,4_PM_Peak,15,16.0
2,233,N,5_Night,10,30.0
2,233,S,1_Early_AM,4,90.0
2,233,S,2_AM_Peak,12,15.0
2,233,S,3_Mid-Day,23,15.7
2,233,S,4_PM_Peak,13,18.5
2,233,S,5_Night,10,30.0
2,234,N,2_AM_Peak,4,45.0
2,234,N,3_Mid-Day,11,32.7
2,234,N,4_PM_Peak,7,34.3
2,234,N,5_Night,8,37.5
2,234,S,1_Early_AM,1,360.0
2,234,S,2_AM_Peak,5,36.0
2,234,S,3_Mid-Day,11,32.7
2,234,S,4_PM_Peak,7,34.3
2,234,S,5_Night,6,50.0
2,236,E,2_AM_Peak,2,90.0
2,236,E,3_Mid-Day,6,60.0
2,236,E,4_PM_Peak,4,60.0
2,236,E,5_Night,1,300.0
2,236,W,2_AM_Peak,1,180.0
2,236,W,3_Mid-Day,6,60.0
2,236,W,4_PM_Peak,4,60.0
2,236,W,5_Night,1,300.0
2,243,E,2_AM_Peak,3,60.0
2,243,E,3_Mid-Day,6,60.0
2,243,E,4_PM_Peak,4,60.0
2,243,E,5_Night,1,300.0
2,243,W,2_AM_Peak,3,60.0
2,243,W,3_Mid-Day,6,60.0
2,243,W,4_PM_Peak,4,60.0
2,243,W,5_Night,1,300.0
2,245,E,1_Early_AM,1,360.0
2,245,E,2_AM_Peak,4,45.0
2,245,E,3_Mid-Day,7,51.4
2,245,E,4_PM_Peak,4,60.0
2,245,E,5_Night,1,300.0
2,245,W,1_Early_AM,2,180.0
2,245,W,2_AM_Peak,3,60.0
2,245,W,3_Mid-Day,7,51.4
2,245,W,4_PM_Peak,5,48.0
2,245,W,5_Night,3,100.0
2,246,N,1_Early_AM,4,90.0
2,246,N,2_AM_Peak,5,36.0
2,246,N,3_Mid-Day,9,40.0
2,246,N,4_PM_Peak,6,40.0
2,246,N,5_Night,6,50.0
2,246,S,1_Early_AM,5,72.0
2,246,S,2_AM_Peak,5,36.0
2,246,S,3_Mid-Day,9,40.0
2,246,S,4_PM_Peak,6,40.0
2,246,S,5_Night,7,42.9
2,251,N,1_Early_AM,9,40.0
2,251,N,2_AM_Peak,12,15.0
2,251,N,3_Mid-Day,29,12.4
2,251,N,4_PM_Peak,19,12.6
2,251,N,5_Night,7,42.9
2,251,S,1_Early_AM,8,45.0
2,251,S,2_AM_Peak,14,12.9
2,251,S,3_Mid-Day,30,12.0
2,251,S,4_PM_Peak,16,15.0
2,251,S,5_Night,7,42.9
2,252,N,2_AM_Peak,4,45.0
2,252,N,3_Mid-Day,9,40.0
2,252,N,4_PM_Peak,6,40.0
2,252,N,5_Night,3,100.0
2,252,S,1_Early_AM,1,360.0
2,252,S,2_AM_Peak,4,45.0
2,252,S,3_Mid-Day,9,40.0
2,252,S,4_PM_Peak,6,40.0
2,252,S,5_Night,2,150.0
2,254,N,1_Early_AM,1,360.0
2,254,N,2_AM_Peak,3,60.0
2,254,N,3_Mid-Day,6,60.0
2,254,N,4_PM_Peak,4,60.0
2,254,S,2_AM_Peak,3,60.0
2,254,S,3_Mid-Day,6,60.0
2,254,S,4_PM_Peak,4,60.0
2,254,S,5_Night,1,300.0
2,256,N,2_AM_Peak,4,45.0
2,256,N,3_Mid-Day,6,60.0
2,256,N,4_PM_Peak,4,60.0
2,256,N,5_Night,1,300.0
2,256,S,2_AM_Peak,4,45.0
2,256,S,3_Mid-Day,6,60.0
2,256,S,4_PM_Peak,4,60.0
2,256,S,5_Night,2,150.0
2,260,N,1_Early_AM,3,120.0
2,260,N,2_AM_Peak,7,25.7
2,260,N,3_Mid-Day,20,18.0
2,260,N,4_PM_Peak,12,20.0
2,260,N,5_Night,7,42.9
2,260,S,1_Early_AM,2,180.0
2,260,S,2_AM_Peak,9,20.0
2,260,S,3_Mid-Day,20,18.0
2,260,S,4_PM_Peak,13,18.5
2,260,S,5_Night,9,33.3
2,265,N,2_AM_Peak,2,90.0
